55,1,10,375
55,1,15,340
55,1,20,310
55,1,25,300
55,1,30,280
55,1,35,260
55,1,40,240
55,1,45,220
55,1,50,200
55,1,55,180
55,1,60,160
55,1,65,130
55,1,70,120
55,1,75,100
55,1,80,70
55,1,85,50
55,1,90,40
55,1,95,40
55,1,100,0
55,2,10,330
55,2,15,310
55,2,20,290
55,2,25,290
55,2,30,260
55,2,35,250
55,2,40,230
55,2,45,210
55,2,50,190
55,2,55,170
55,2,60,150
55,2,65,130
55,2,70,110
55,2,75,90
55,2,80,70
55,2,85,50
55,2,90,40
55,2,95,40
55,2,100,0
55,5,10,260
55,5,15,260
55,5,20,250
55,5,25,250
55,5,30,240
55,5,35,220
55,5,40,210
55,5,45,180
55,5,50,170
55,5,55,150
55,5,60,140
55,5,65,120
55,5,70,90
55,5,75,80
55,5,80,60
55,5,85,50
55,5,90,40
55,5,95,40
55,5,100,0
55,10,10,210
55,10,15,220
55,10,20,220
55,10,25,240
55,10,30,210
55,10,35,200
55,10,40,190
55,10,45,170
55,10,50,160
55,10,55,140
55,10,60,120
55,10,65,100
55,10,70,90
55,10,75,70
55,10,80,50
55,10,85,40
55,10,90,40
55,10,95,30
55,10,100,0
55,15,10,180
55,15,15,195
55,15,20,200
55,15,25,225
55,15,30,195
55,15,35,185
55,15,40,175
55,15,45,160
55,15,50,150
55,15,55,135
55,15,60,115
55,15,65,95
55,15,70,85
55,15,75,70
55,15,80,50
55,15,85,40
55,15,90,40
55,15,95,30
55,15,100,0
55,20,10,150
55,20,15,170
55,20,20,180
55,20,25,210
55,20,30,180
55,20,35,170
55,20,40,160
55,20,45,150
55,20,50,140
55,20,55,130
55,20,60,110
55,20,65,90
55,20,70,80
55,20,75,70
55,20,80,50
55,20,85,40
55,20,90,40
55,20,95,30
55,20,100,0
55,25,10,135
55,25,15,155
55,25,20,165
55,25,25,200
55,25,30,175
55,25,35,165
55,25,40,155
55,25,45,145
55,25,50,135
55,25,55,125
55,25,60,105
55,25,65,85
55,25,70,75
55,25,75,65
55,25,80,50
55,25,85,40
55,25,90,40
55,25,95,30
55,25,100,0
55,30,10,120
55,30,15,140
55,30,20,150
55,30,25,190
55,30,30,170
55,30,35,160
55,30,40,150
55,30,45,140
55,30,50,130
55,30,55,120
55,30,60,100
55,30,65,80
55,30,70,70
55,30,75,60
55,30,80,50
55,30,85,40
55,30,90,40
55,30,95,30
55,30,100,0
47.5,1,10,347.5
47.5,1,15,315
47.5,1,20,292.5
47.5,1,25,285
47.5,1,30,265
47.5,1,35,245
47.5,1,40,230
47.5,1,45,210
47.5,1,50,190
47.5,1,55,170
47.5,1,60,150
47.5,1,65,125
47.5,1,70,110
47.5,1,75,95
47.5,1,80,70
47.5,1,85,50
47.5,1,90,40
47.5,1,95,35
47.5,1,100,0
47.5,2,10,305
47.5,2,15,290
47.5,2,20,270
47.5,2,25,270
47.5,2,30,245
47.5,2,35,235
47.5,2,40,215
47.5,2,45,195
47.5,2,50,180
47.5,2,55,160
47.5,2,60,145
47.5,2,65,125
47.5,2,70,105
47.5,2,75,85
47.5,2,80,65
47.5,2,85,45
47.5,2,90,40
47.5,2,95,35
47.5,2,100,0
47.5,5,10,245
47.5,5,15,245
47.5,5,20,237.5
47.5,5,25,240
47.5,5,30,225
47.5,5,35,205
47.5,5,40,195
47.5,5,45,175
47.5,5,50,160
47.5,5,55,145
47.5,5,60,130
47.5,5,65,110
47.5,5,70,85
47.5,5,75,75
47.5,5,80,55
47.5,5,85,45
47.5,5,90,40
47.5,5,95,35
47.5,5,100,0
47.5,10,10,195
47.5,10,15,205
47.5,10,20,210
47.5,10,25,225
47.5,10,30,200
47.5,10,35,190
47.5,10,40,180
47.5,10,45,160
47.5,10,50,150
47.5,10,55,135
47.5,10,60,115
47.5,10,65,95
47.5,10,70,85
47.5,10,75,70
47.5,10,80,50
47.5,10,85,40
47.5,10,90,35
47.5,10,95,30
47.5,10,100,0
47.5,15,10,170
47.5,15,15,182.5
47.5,15,20,192.5
47.5,15,25,210
47.5,15,30,187.5
47.5,15,35,177.5
47.5,15,40,167.5
47.5,15,45,152.5
47.5,15,50,141.25
47.5,15,55,130
47.5,15,60,110
47.5,15,65,90
47.5,15,70,80
47.5,15,75,67.5
47.5,15,80,47.5
47.5,15,85,37.5
47.5,15,90,35
47.5,15,95,30
47.5,15,100,0
47.5,20,10,145
47.5,20,15,160
47.5,20,20,175
47.5,20,25,195
47.5,20,30,175
47.5,20,35,165
47.5,20,40,155
47.5,20,45,145
47.5,20,50,132.5
47.5,20,55,125
47.5,20,60,105
47.5,20,65,85
47.5,20,70,75
47.5,20,75,65
47.5,20,80,45
47.5,20,85,35
47.5,20,90,35
47.5,20,95,30
47.5,20,100,0
47.5,25,10,130
47.5,25,15,147.5
47.5,25,20,162.5
47.5,25,25,187.5
47.5,25,30,167.5
47.5,25,35,157.5
47.5,25,40,150
47.5,25,45,140
47.5,25,50,128.75
47.5,25,55,120
47.5,25,60,100
47.5,25,65,80
47.5,25,70,72.5
47.5,25,75,60
47.5,25,80,45
47.5,25,85,35
47.5,25,90,35
47.5,25,95,28.75
47.5,25,100,0
47.5,30,10,115
47.5,30,15,135
47.5,30,20,150
47.5,30,25,180
47.5,30,30,160
47.5,30,35,150
47.5,30,40,145
47.5,30,45,135
47.5,30,50,125
47.5,30,55,115
47.5,30,60,95
47.5,30,65,75
47.5,30,70,70
47.5,30,75,55
47.5,30,80,45
47.5,30,85,35
47.5,30,90,35
47.5,30,95,27.5
47.5,30,100,0
40,1,5,310
40,1,10,320
40,1,15,290
40,1,20,275
40,1,25,270
40,1,30,250
40,1,35,230
40,1,40,220
40,1,45,200
40,1,50,180
40,1,55,160
40,1,60,140
40,1,65,120
40,1,70,100
40,1,75,90
40,1,80,70
40,1,85,50
40,1,90,40
40,1,95,30
40,1,100,0
40,2,5,250
40,2,10,280
40,2,15,270
40,2,20,250
40,2,25,250
40,2,30,230
40,2,35,220
40,2,40,200
40,2,45,180
40,2,50,170
40,2,55,150
40,2,60,140
40,2,65,120
40,2,70,100
40,2,75,80
40,2,80,60
40,2,85,40
40,2,90,40
40,2,95,30
40,2,100,0
40,5,5,170
40,5,10,230
40,5,15,230
40,5,20,225
40,5,25,230
40,5,30,210
40,5,35,190
40,5,40,180
40,5,45,170
