2958.694781,23.74650423,76.20328709
2966.096606,45.30254177,145.0145113
2973.464919,45.38404263,144.9154018
2980.799929,45.46460011,144.8153953
2988.101842,45.54421789,144.7144969
2995.37086,45.62289967,144.6127116
3002.607184,45.66956649,144.4117582
3009.811012,45.69138354,144.1349387
3016.982538,45.7673614,144.0314273
3024.121956,45.84241956,143.9270474
3031.229454,45.9165616,143.8218042
3038.305222,45.98979113,143.7157028
3045.349444,46.06211172,143.6087481
3052.362303,46.13352693,143.5009454
3059.343979,46.20404032,143.3922997
3066.294652,46.27365543,143.2828161
3073.214496,46.34237581,143.1724997
3080.103687,46.41020496,143.0613555
3086.962396,46.47714642,142.9493886
3093.790793,46.54320367,142.8366042
3100.589045,46.60838023,142.7230072
3107.357318,46.67267959,142.6086029
3114.095776,46.73610522,142.4933962
3120.804582,46.7986606,142.3773923
3127.483894,46.8603492,142.2605963
3134.13387,46.92117448,142.1430131
3140.754668,46.9811399,142.024648
3147.346442,47.04024891,141.905506
3153.909344,47.09850495,141.7855922
3160.443525,47.15591146,141.6649117
3166.949135,47.21247188,141.5434695
3173.42632,47.26818963,141.4212708
3179.875229,47.32306814,141.2983206
3186.296003,47.37711083,141.174624
3192.688787,47.43032111,141.0501862
3199.053722,47.4827024,140.9250121
3205.390947,47.53425811,140.7991068
3211.700601,47.58499164,140.6724755
3217.98282,47.6349064,140.5451233
3224.23774,47.68400578,140.4170551
3230.465495,47.73229318,140.2882762
3236.666216,47.77977201,140.1587915
3242.840037,47.82644564,140.0286061
3248.987085,47.87231748,139.8977252
3255.10749,47.91739091,139.7661538
3261.20138,47.96166931,139.633897
3267.268879,48.00515607,139.5009598
3273.310112,48.04785458,139.3673474
3279.325204,48.08976822,139.2330648
3285.314276,48.13090037,139.098117
3291.277449,48.1712544,138.9625092
3297.214844,48.21083371,138.8262464
3303.126578,48.24964166,138.6893337
3309.01277,48.28768164,138.5517761
3314.873535,48.32495702,138.4135788
3320.70899,48.36147119,138.2747468
3326.519249,48.39722751,138.1352851
3332.304425,48.43222936,137.9951988
3338.064629,48.46648012,137.8544929
3343.799974,48.49998317,137.7131726
3349.51057,48.53274188,137.5712429
3355.196525,48.56475963,137.4287088
3360.857948,48.5960398,137.2855754
3366.494946,48.62658576,137.1418477
3372.107625,48.6564009,136.9975308
3377.696091,48.68548858,136.8526298
3383.260448,48.71385219,136.7071496
3388.8008,48.74149511,136.5610953
3394.31725,48.76842072,136.414472
3399.809899,48.79463239,136.2672847
3405.278848,48.82013351,136.1195385
3410.724197,48.84492746,135.9712383
3416.146046,48.86901763,135.8223891
3421.544492,48.89240739,135.6729961
3426.919635,48.91510013,135.5230643
3432.27157,48.93709924,135.3725986
3437.600394,48.9584081,135.2216041
3442.906201,48.9790301,135.0700858
3448.189087,48.99896863,134.9180487
3453.449145,49.01822708,134.7654979
3458.686469,49.03680883,134.6124383
3463.90115,49.05471728,134.4588749
3469.09328,49.07195583,134.3048128
3474.262951,49.08852786,134.1502569
3479.410252,49.10443677,133.9952123
3484.535274,49.11968595,133.8396839
3489.638104,49.13427881,133.6836767
3494.718832,49.14821874,133.5271957
3499.777544,49.16150913,133.3702459
3504.814328,49.17415339,133.2128322
3509.82927,49.18615493,133.0549597
3514.822457,49.19751713,132.8966333
3519.793972,49.20824341,132.7378579
3524.7439,49.21833717,132.5786387
3529.672326,49.22780181,132.4189803
3534.579332,49.23664074,132.258888
3539.465002,49.24485737,132.0983665
3544.329417,49.25245511,131.9374209
3549.17266,49.25943736,131.7760561
3553.994811,49.26580754,131.614277
3558.79595,49.27156905,131.4520885
3563.576159,49.27672531,131.2894957
3568.335515,49.28127973,131.1265033
3554.076356,26.26194117,70.15752439
3537.231525,26.32789226,70.66864935
3520.264123,26.39191618,71.18194647
3503.173448,26.45398986,71.69745302
3485.958768,26.51408946,72.21520644
3468.619319,26.57219038,72.73524441
3451.154305,26.62826724,73.25760483
3433.562895,26.68229389,73.78232596
3415.844224,26.73424335,74.30944638
3397.997392,26.78408784,74.83900507
3380.021459,26.83179877,75.3710415
3361.915447,26.87734667,75.90559558
3343.678339,26.92070125,76.44270782
3325.309076,26.96183132,76.9824193
3306.806555,27.00070477,77.52477176
3288.169627,27.03728861,78.06980765
3269.397099,27.07154887,78.61757017
3250.487728,27.10345061,79.16810334
3231.440221,27.13295789,79.72145208
3212.25323,27.16003377,80.27766222
3192.925357,27.18464019,80.83678061
3173.455142,27.20673803,81.39885517
3153.84107,27.22628702,81.96393496
3134.081561,27.24324572,82.53207025
3114.17497,27.25757148,83.10331259
3094.119588,27.26922035,83.67771493
3073.913631,27.27814711,84.25533163
3053.555243,27.28430516,84.83621863
3033.042492,27.28764647,85.42043346
3012.373363,27.28812153,86.00803542
2991.545757,27.22563441,86.40851555
2970.557486,27.07233387,86.52904726
2949.406268,26.91657591,86.64817079
2928.089725,26.75834859,86.76590728
2906.605372,26.59763872,86.88227745
2884.950621,26.43443184,86.9973016
2863.122765,26.26871216,87.11099964
2841.118979,26.10046247,87.22339106
2818.936314,25.92966416,87.334495
2796.571682,25.75629706,87.44433021
2774.021858,25.58033946,87.55291508
2751.283467,25.40176798,87.66026763
2728.352976,25.2205575,87.76640557
2705.226686,25.03668108,87.87134624
2681.900719,24.85010986,87.97510668
2658.371012,24.66081298,88.07770358
2634.633301,24.46875743,88.17915333
2610.68311,24.27390796,88.27947204
2586.51574,24.07622694,88.37867549
2562.126249,23.87567423,88.47677917
2537.50944,23.672207,88.57379832
2512.659844,23.46577957,88.66974787
2487.571696,23.25634327,88.76464249
